renter_id,age,household_size,income,credit_score,budget_min,budget_max,desired_beds,desired_baths,desired_sqft_min,has_cats,has_dogs,is_smoker,needs_wheelchair,has_ev,wants_furnished,pref_lat,pref_lon,max_distance_km,laundry_pref,parking_pref,move_urgency,type_pref_apartment,type_pref_house,type_pref_condo,type_pref_townhouse,type_pref_duplex,type_pref_loft,type_pref_cottage_cabin,type_pref_manufactured,type_pref_flat,type_pref_in-law,type_pref_assisted_living,type_pref_land
143,39,2,68647.0,560.0,1014.0,1883.0,2.0,1.5,1313.0,1,0,0,0,0,1,34.4644,-86.6318,26.1,4,3,1,0,0,1,0,0,0,0,0,0,0,0,1
144,69,2,73923.0,611.0,1165.0,2164.0,2.0,1.5,1128.0,0,1,0,1,0,0,39.4469,-119.7469,66.3,1,4,2,0,0,0,0,0,0,0,0,0,1,0,0
145,62,1,90593.0,533.0,2066.0,3836.0,1.0,1.0,926.0,0,0,0,0,0,0,41.9285,-86.1852,41.3,2,4,1,0,0,0,0,0,0,0,0,1,0,0,0
146,19,5,78155.0,612.0,1348.0,2504.0,5.0,3.0,1617.0,1,1,1,0,0,0,30.4375,-85.6395,76.7,0,7,1,0,0,0,0,0,0,0,0,1,1,0,0
147,30,5,60545.0,534.0,1169.0,2171.0,4.0,2.0,1431.0,1,0,0,0,0,0,36.5089,-121.9532,61.5,4,6,1,0,0,0,0,0,0,0,0,0,0,0,1
148,60,2,57081.0,516.0,1055.0,1959.0,3.0,2.0,1324.0,0,0,0,0,0,1,30.3557,-81.5559,58.6,4,5,1,0,0,1,0,0,0,0,0,0,0,0,0
149,21,5,54792.0,539.0,884.0,1642.0,5.0,3.0,1205.0,0,0,0,1,0,1,42.4854,-75.9868,29.7,2,0,1,0,0,0,0,0,1,1,0,1,0,0,0
150,62,1,52001.0,575.0,1080.0,2005.0,2.0,1.0,817.0,0,0,0,0,0,0,42.863,-78.7897,23.3,4,4,1,0,0,0,1,0,1,0,0,0,0,0,1
151,32,5,66748.0,560.0,1501.0,2788.0,5.0,3.0,1305.0,0,0,0,0,0,0,33.9066,-83.1604,39.4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
152,65,4,72577.0,634.0,1418.0,2634.0,5.0,3.0,1753.0,0,0,1,0,0,0,40.4107,-86.8364,22.5,1,6,0,1,0,0,0,0,1,0,0,1,0,0,0
153,33,1,47476.0,602.0,803.0,1490.0,2.0,1.0,563.0,0,0,0,1,0,0,39.0601,-92.2344,31.7,1,1,1,0,0,0,0,0,1,0,0,1,0,0,1
154,40,2,59605.0,573.0,1312.0,2437.0,3.0,2.0,1383.0,0,0,1,0,0,1,41.4692,-93.4737,11.0,2,5,1,0,0,0,0,0,0,0,1,0,0,0,0
155,52,3,82790.0,631.0,1421.0,2639.0,3.0,2.5,1136.0,0,1,0,0,0,0,34.5545,-120.4482,57.6,5,0,1,0,0,0,0,0,1,0,0,0,0,0,0
156,24,2,46724.0,537.0,1015.0,1885.0,1.0,1.0,871.0,0,0,0,0,0,0,39.2095,-95.1312,66.7,2,7,2,1,0,0,0,0,0,1,1,0,0,0,0
157,46,2,57089.0,552.0,1261.0,2342.0,3.0,2.0,1205.0,1,0,0,0,0,0,38.9234,-77.2425,33.6,0,3,2,0,1,0,1,0,0,0,0,0,0,1,0
158,44,3,92726.0,601.0,2043.0,3793.0,2.0,1.5,601.0,0,1,1,0,0,0,38.8559,-77.0093,52.3,4,4,0,0,0,0,0,0,0,1,0,0,0,0,0
159,58,1,69836.0,532.0,1459.0,2710.0,0.0,1.0,587.0,0,0,0,0,0,0,34.2258,-117.1903,78.9,2,3,2,0,0,1,0,0,0,0,0,0,0,0,0
160,69,1,58466.0,523.0,1343.0,2495.0,1.0,1.5,947.0,0,0,0,0,0,0,31.7968,-81.2742,23.5,2,3,0,0,1,0,0,0,0,0,1,0,0,0,0
161,52,1,54366.0,545.0,1218.0,2263.0,0.0,1.0,871.0,1,0,0,0,0,0,28.2621,-81.8672,68.6,3,6,1,0,0,0,0,0,0,1,0,0,0,1,0
162,39,3,47856.0,605.0,1089.0,2022.0,3.0,2.5,1323.0,0,0,0,0,0,0,39.9367,-86.1892,35.1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0
163,39,2,42240.0,489.0,775.0,1438.0,3.0,2.0,1171.0,0,0,0,0,0,0,34.3629,-119.6501,40.1,1,3,1,0,0,0,1,0,0,0,0,0,0,0,0
164,39,2,77022.0,583.0,1287.0,2390.0,1.0,1.0,1124.0,0,0,0,0,0,1,39.2203,-76.8082,63.5,1,2,0,0,0,0,0,0,0,1,0,1,0,0,1
165,60,1,76295.0,694.0,1779.0,3303.0,1.0,1.0,841.0,0,0,0,0,0,0,32.1224,-86.2098,19.4,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
166,34,1,45189.0,521.0,714.0,1326.0,0.0,1.0,773.0,0,0,0,0,0,0,33.1367,-87.5724,18.8,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
167,26,3,77121.0,625.0,1518.0,2819.0,2.0,1.0,1123.0,0,1,0,0,0,0,42.7971,-72.0371,29.5,0,5,0,0,1,0,0,0,0,0,0,0,0,0,1
168,35,1,60401.0,587.0,1246.0,2314.0,2.0,1.0,897.0,0,0,0,0,0,0,60.4182,-151.3688,15.7,1,3,0,1,0,0,0,0,0,1,0,0,0,0,0
169,19,3,52872.0,582.0,936.0,1738.0,4.0,2.0,1393.0,0,1,0,0,0,1,27.2735,-82.4102,67.0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0
170,23,2,60192.0,528.0,1025.0,1903.0,3.0,2.0,1110.0,0,0,0,1,0,0,34.7902,-86.3635,13.4,0,3,2,1,0,0,1,0,0,0,0,0,0,0,0
171,22,3,62027.0,651.0,985.0,1829.0,2.0,1.0,964.0,0,1,0,0,0,0,42.0898,-76.0941,68.8,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0
172,58,2,74865.0,604.0,1118.0,2077.0,2.0,1.5,1090.0,0,0,0,0,0,0,42.8983,-71.4509,76.2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1
173,55,4,84482.0,593.0,1954.0,3630.0,5.0,3.0,1577.0,0,1,0,0,0,0,41.7541,-93.5729,77.9,5,0,2,0,0,1,0,0,1,0,0,0,0,0,0
174,54,1,63714.0,553.0,1173.0,2179.0,0.0,1.0,724.0,0,0,0,0,0,0,37.2026,-93.5103,31.9,1,7,0,1,0,0,0,0,0,0,0,0,0,1,1
175,42,4,53454.0,537.0,915.0,1700.0,4.0,2.0,1298.0,0,0,0,0,0,0,38.6234,-97.7394,35.0,5,5,1,0,1,0,1,0,0,0,0,0,1,0,0
176,55,1,55391.0,573.0,897.0,1667.0,0.0,1.0,797.0,0,0,0,0,0,0,39.0616,-95.7988,52.6,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
177,26,1,67402.0,569.0,1120.0,2079.0,0.0,1.0,743.0,0,0,0,0,0,0,43.1008,-77.6924,68.6,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1
178,64,2,61679.0,610.0,1183.0,2198.0,2.0,1.0,846.0,0,1,0,0,1,0,34.6559,-92.096,5.2,4,4,2,0,0,0,0,0,0,0,0,0,0,0,1
179,44,1,37992.0,592.0,635.0,1180.0,2.0,1.0,1201.0,0,1,0,0,0,0,27.9681,-80.4757,79.4,1,4,2,0,1,0,0,0,0,0,0,0,0,0,0
180,66,2,84949.0,621.0,1441.0,2676.0,2.0,1.5,866.0,1,0,0,0,0,0,24.6951,-81.7206,54.3,0,4,2,0,0,0,1,0,0,0,0,0,0,1,0
181,25,4,65257.0,591.0,1515.0,2814.0,4.0,2.5,1518.0,0,1,0,0,1,0,39.5656,-77.3046,55.3,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0
182,43,3,78193.0,554.0,1546.0,2871.0,2.0,1.5,1122.0,1,0,0,0,0,1,30.0437,-93.3002,42.7,2,3,0,0,0,1,0,1,0,0,1,0,0,0,0
183,54,3,78256.0,608.0,1211.0,2250.0,4.0,2.0,1413.0,0,0,0,0,0,0,41.467,-81.6261,71.8,0,6,1,0,0,0,0,1,0,0,0,0,0,0,0
184,43,5,104087.0,623.0,2205.0,4095.0,5.0,3.0,1689.0,1,0,0,0,0,1,28.3321,-82.563,68.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
185,41,2,85295.0,598.0,1303.0,2419.0,2.0,1.5,1081.0,0,1,0,0,0,0,44.3884,-74.6602,29.8,1,2,0,0,0,0,0,1,0,0,0,0,0,1,0
186,26,1,39543.0,509.0,687.0,1276.0,0.0,1.0,1167.0,0,0,0,0,0,1,27.2431,-80.2231,34.2,4,3,2,0,1,0,0,0,0,0,0,0,1,0,0
187,37,4,84585.0,577.0,1485.0,2757.0,5.0,3.0,1453.0,1,1,0,0,0,1,39.6322,-105.1488,55.2,4,4,2,1,0,0,0,0,0,0,0,0,0,0,0
188,30,1,62422.0,516.0,1289.0,2394.0,0.0,1.0,317.0,0,0,0,0,0,0,28.5108,-81.4045,48.7,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
189,33,1,44467.0,536.0,678.0,1259.0,0.0,1.0,640.0,0,0,0,0,0,0,39.0166,-76.3723,78.6,0,7,1,0,0,0,1,0,0,0,0,0,1,0,0
190,53,1,83115.0,634.0,1633.0,3032.0,1.0,1.5,1151.0,0,1,0,0,1,0,32.6314,-83.6533,33.2,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
191,50,2,87788.0,572.0,1686.0,3131.0,2.0,1.0,1447.0,0,0,0,0,1,1,36.7355,-121.8385,79.4,3,2,1,0,0,0,0,0,0,0,0,0,1,0,0
192,49,2,55211.0,568.0,967.0,1796.0,3.0,2.0,1586.0,1,0,0,0,0,1,34.7529,-92.4351,59.2,0,5,1,0,0,0,0,0,0,1,1,0,1,0,0
193,36,2,81693.0,627.0,1536.0,2852.0,2.0,1.0,1310.0,0,1,0,0,0,0,47.4876,-117.6345,76.7,2,3,1,0,0,0,0,0,0,0,0,1,0,0,0
194,67,2,56812.0,537.0,1060.0,1969.0,3.0,2.0,1176.0,1,0,0,0,0,0,38.7988,-90.1634,45.0,4,6,0,0,0,0,0,0,1,0,0,0,0,0,0
195,22,3,42595.0,505.0,984.0,1828.0,3.0,2.0,1127.0,1,0,0,0,0,0,40.8282,-73.9193,28.6,4,4,1,0,0,0,0,0,0,0,0,0,0,0,1
196,35,5,90582.0,539.0,1853.0,3441.0,4.0,2.0,1707.0,1,0,0,0,0,0,43.5731,-71.7038,6.9,4,4,2,0,1,1,0,0,0,0,0,0,0,0,0
197,24,1,56698.0,569.0,974.0,1808.0,1.0,1.5,982.0,0,0,0,0,0,0,32.3951,-90.0389,62.9,4,7,1,0,0,0,0,0,0,0,1,0,0,0,0
198,35,1,54184.0,621.0,1168.0,2168.0,1.0,1.5,806.0,0,0,1,0,0,0,32.2794,-81.1396,79.0,2,3,1,0,0,1,1,0,1,0,0,0,0,0,0
199,68,2,64335.0,535.0,1191.0,2213.0,1.0,1.0,1052.0,1,1,1,0,0,0,42.6704,-71.2295,35.8,4,2,2,0,0,0,0,0,0,0,0,1,0,0,0
200,37,1,51479.0,606.0,794.0,1475.0,2.0,1.0,774.0,0,0,0,0,0,0,34.9903,-80.8428,78.6,2,5,2,0,0,0,0,0,0,1,0,0,0,1,0
201,65,2,67713.0,569.0,1071.0,1989.0,2.0,1.0,844.0,0,0,0,0,0,0,37.7814,-121.4225,20.7,1,6,0,0,0,1,0,0,0,0,0,0,0,1,0
202,43,3,86173.0,583.0,1684.0,3127.0,3.0,2.0,892.0,0,0,0,0,0,0,35.0357,-80.9697,34.1,4,3,2,0,0,0,0,0,1,1,0,0,0,0,1
203,54,3,74561.0,608.0,1194.0,2217.0,2.0,1.0,1045.0,1,0,0,0,0,0,30.831,-84.303,76.4,2,6,1,0,0,0,0,0,0,0,0,0,0,0,1
204,41,1,49978.0,587.0,1093.0,2030.0,2.0,1.5,1192.0,1,1,0,0,0,1,35.6885,-119.0739,70.7,4,6,2,0,0,0,1,0,0,0,0,0,0,0,0
205,31,3,39771.0,615.0,636.0,1182.0,2.0,1.0,1090.0,0,0,0,0,0,0,38.5548,-121.5202,37.2,3,4,1,0,0,0,0,0,0,0,0,0,0,1,0
206,57,3,71758.0,589.0,1279.0,2375.0,4.0,2.0,1049.0,1,0,0,0,0,0,30.1535,-86.5976,13.4,5,5,0,0,1,1,0,0,0,0,0,0,0,1,0
207,68,4,86468.0,567.0,1682.0,3123.0,4.0,2.0,1368.0,1,0,0,0,0,0,33.5471,-86.9204,58.2,4,2,0,0,0,0,0,0,0,1,0,0,0,0,0
208,31,2,40583.0,499.0,946.0,1757.0,2.0,1.0,894.0,0,0,0,0,0,1,39.9226,-75.4653,45.4,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0
209,58,3,54639.0,557.0,819.0,1522.0,4.0,2.0,1088.0,0,1,0,0,0,1,35.5103,-119.145,68.8,2,6,2,0,1,0,0,1,0,1,0,0,0,0,0
210,31,3,76334.0,548.0,1536.0,2852.0,2.0,1.0,784.0,0,1,0,0,0,0,33.4164,-117.0847,31.1,5,4,0,0,0,1,0,0,0,0,1,1,0,0,0
211,55,1,52995.0,499.0,1004.0,1864.0,2.0,1.0,1223.0,0,1,0,0,0,1,33.836,-117.8029,47.3,0,4,0,1,0,0,0,1,0,1,0,0,0,0,0
212,59,3,61117.0,486.0,1133.0,2104.0,4.0,2.0,1375.0,0,0,1,0,0,0,33.7781,-86.8606,51.2,1,7,1,0,0,0,0,0,0,1,0,0,0,1,1
213,41,3,95027.0,591.0,1584.0,2941.0,2.0,1.0,1205.0,1,1,0,0,0,0,43.7591,-72.1982,20.7,1,4,1,0,0,0,0,0,0,0,0,1,0,0,0
214,56,1,75185.0,635.0,1102.0,2046.0,0.0,1.0,1134.0,0,1,0,0,0,0,30.476,-91.2874,11.1,4,3,2,0,0,0,1,0,0,0,0,1,0,1,0
215,32,2,70455.0,627.0,1525.0,2833.0,3.0,2.5,1192.0,0,0,0,0,0,0,34.7352,-86.4824,79.4,3,5,1,1,0,0,0,0,0,0,0,0,0,0,0
216,22,2,54502.0,488.0,1154.0,2144.0,2.0,1.0,1258.0,0,1,0,0,0,0,42.3966,-71.3225,55.5,4,2,0,0,0,1,0,0,0,0,0,0,1,0,0
217,23,3,73329.0,578.0,1141.0,2119.0,2.0,1.5,942.0,1,1,0,0,0,0,34.0825,-78.4401,27.5,3,7,2,0,0,0,0,0,0,0,0,0,1,0,1
218,41,1,68401.0,638.0,1325.0,2460.0,2.0,1.0,986.0,1,0,0,0,0,0,41.643,-87.5811,21.3,1,6,1,0,0,0,0,0,0,0,1,0,0,0,1
219,64,2,68171.0,567.0,1195.0,2219.0,1.0,1.0,927.0,0,0,0,0,0,0,38.4613,-121.5238,25.0,2,7,1,0,0,0,0,0,0,0,0,0,0,0,1
220,24,1,31419.0,539.0,488.0,906.0,2.0,1.0,1032.0,0,0,0,0,0,0,38.9204,-76.8692,67.1,0,7,0,0,0,0,0,0,0,0,0,1,0,0,1
221,41,3,52579.0,550.0,978.0,1817.0,2.0,1.0,1091.0,1,0,0,0,0,0,41.964,-91.5669,17.5,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0
222,54,3,78521.0,548.0,1148.0,2132.0,4.0,2.0,1051.0,1,1,0,0,0,0,42.2904,-83.7625,70.5,5,3,2,0,0,0,1,1,0,0,0,0,1,0,0
223,28,2,38304.0,565.0,716.0,1330.0,2.0,1.5,1223.0,0,0,0,0,0,0,38.1148,-87.6337,5.5,2,6,0,0,1,0,0,0,0,0,0,1,0,0,1
224,55,2,62079.0,633.0,982.0,1825.0,1.0,1.0,745.0,1,1,0,0,0,0,34.8113,-86.5844,10.0,1,7,0,0,0,1,0,1,0,0,0,0,0,0,0
225,33,2,55521.0,535.0,981.0,1822.0,3.0,2.5,1168.0,0,0,0,0,0,0,44.7647,-74.9625,17.9,5,4,1,0,0,0,0,1,0,0,1,0,0,0,1
226,60,2,91588.0,644.0,1637.0,3041.0,3.0,2.0,1212.0,1,0,0,0,0,0,28.3816,-81.8318,73.3,2,6,2,0,0,0,0,0,1,0,0,0,0,0,0
227,48,3,56139.0,599.0,854.0,1587.0,4.0,2.0,1580.0,1,1,0,0,0,0,40.5178,-105.205,59.6,0,3,0,0,1,0,0,0,1,0,0,1,0,0,0
228,46,1,62157.0,621.0,1243.0,2308.0,2.0,1.0,1171.0,0,1,0,0,0,1,32.4169,-111.0381,10.6,3,0,1,0,0,0,0,1,0,1,0,0,0,0,1
229,27,3,39163.0,550.0,746.0,1386.0,3.0,2.0,1087.0,0,1,0,0,0,0,25.8997,-80.195,43.1,0,4,0,0,0,0,1,1,0,0,0,0,0,1,0
230,42,3,64386.0,558.0,1311.0,2434.0,2.0,1.0,615.0,1,1,0,0,0,1,38.9843,-84.6758,7.8,5,1,2,1,0,0,0,0,0,1,0,1,0,0,0
231,62,4,103575.0,651.0,2257.0,4192.0,4.0,2.0,1445.0,0,1,0,0,0,0,21.3616,-158.0044,49.7,2,0,2,0,1,1,0,0,0,1,0,0,0,0,0
232,19,1,30020.0,488.0,523.0,971.0,2.0,1.0,1277.0,0,0,0,0,0,0,38.929,-95.8187,72.2,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0
233,57,2,69260.0,643.0,1317.0,2445.0,1.0,1.0,691.0,1,0,0,0,0,0,39.9787,-105.1163,69.0,4,2,0,1,0,0,0,1,0,0,0,0,0,0,0
234,43,1,61092.0,542.0,1306.0,2425.0,0.0,1.0,803.0,1,0,1,0,0,1,28.0066,-82.5114,50.4,3,5,0,1,1,0,0,0,0,0,0,0,0,0,0
235,55,4,99843.0,635.0,1765.0,3278.0,3.0,2.0,1255.0,0,0,0,0,0,0,39.6042,-77.5339,16.3,5,1,0,0,0,0,0,0,0,1,0,0,0,1,1
236,52,3,72447.0,600.0,1409.0,2616.0,3.0,2.0,1394.0,0,1,0,0,0,0,30.7399,-87.328,17.2,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0
237,40,3,89440.0,594.0,1743.0,3238.0,3.0,2.0,1058.0,1,0,0,0,0,0,42.4242,-86.3124,25.8,2,7,2,0,0,1,0,0,1,0,0,0,0,0,0
238,34,3,58104.0,587.0,979.0,1818.0,4.0,2.5,1483.0,0,0,1,0,0,0,30.45,-84.3342,77.7,2,3,1,0,0,0,0,0,0,1,1,0,1,0,0
239,50,1,70812.0,575.0,1363.0,2531.0,0.0,1.0,652.0,0,1,0,0,0,0,43.6658,-70.4056,71.5,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0
240,25,3,52974.0,580.0,885.0,1644.0,3.0,2.5,971.0,0,1,0,0,0,0,42.3481,-73.6508,48.3,0,2,0,1,0,0,0,1,0,0,0,0,0,0,1
241,48,4,98316.0,655.0,1562.0,2900.0,4.0,2.0,1171.0,0,1,0,0,0,1,37.6163,-121.9798,27.9,5,4,1,0,1,0,0,0,0,0,0,0,0,1,1
242,22,1,66930.0,721.0,1443.0,2680.0,0.0,1.0,710.0,0,0,1,0,0,0,42.635,-83.3588,47.5,3,6,2,0,1,0,0,0,0,0,0,0,0,1,1
243,51,5,91270.0,606.0,2019.0,3750.0,6.0,3.5,1722.0,0,1,0,0,0,0,43.0078,-83.8559,62.2,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0
244,50,4,88139.0,547.0,1904.0,3537.0,5.0,3.5,1506.0,0,0,0,0,0,0,40.6629,-74.5941,9.7,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0
245,22,5,55375.0,589.0,1107.0,2056.0,4.0,2.0,1242.0,0,0,0,0,0,0,32.7816,-105.7174,36.5,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0
246,57,4,78837.0,647.0,1201.0,2231.0,4.0,2.5,1250.0,0,1,0,0,0,0,39.0454,-77.0107,65.3,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0
247,39,1,47808.0,519.0,919.0,1707.0,1.0,1.0,609.0,1,1,0,0,0,0,38.2316,-121.3359,24.5,5,7,1,0,0,0,0,0,0,1,0,0,0,0,0
248,58,2,72549.0,612.0,1662.0,3087.0,3.0,2.5,794.0,0,0,0,0,1,0,34.5697,-86.5918,64.1,2,2,1,0,0,0,0,0,1,1,0,1,0,0,0
249,20,1,31676.0,563.0,713.0,1324.0,1.0,1.0,628.0,1,0,0,0,0,0,35.2428,-119.0951,32.4,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0
250,27,3,46674.0,576.0,1010.0,1876.0,2.0,1.0,731.0,0,0,0,0,0,0,32.0456,-80.9291,54.9,3,4,0,0,0,1,0,0,0,1,0,1,0,0,0
251,43,1,21414.0,543.0,442.0,822.0,1.0,1.5,1175.0,0,0,0,0,0,0,33.5803,-82.2045,28.5,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0
252,27,4,85978.0,652.0,1634.0,3035.0,3.0,2.0,1242.0,0,0,0,0,0,0,32.0517,-110.8472,46.0,4,2,0,0,0,0,0,1,1,0,0,0,0,0,1
253,35,1,72726.0,554.0,1340.0,2488.0,0.0,1.0,867.0,0,0,1,1,0,0,34.6068,-86.2772,16.0,2,0,1,1,1,0,0,0,0,0,0,0,0,0,1
254,52,1,72785.0,719.0,1438.0,2671.0,2.0,1.5,1069.0,0,0,0,1,0,0,40.0546,-105.1866,67.7,0,6,1,0,0,1,0,0,0,0,0,0,0,1,0
255,25,1,34513.0,571.0,646.0,1200.0,2.0,1.5,895.0,0,0,0,0,0,0,40.6951,-96.6362,79.6,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0
256,53,3,61799.0,547.0,1124.0,2088.0,3.0,2.5,1087.0,0,0,0,0,0,0,41.8636,-87.6911,77.6,3,5,0,0,0,0,0,1,0,0,0,0,0,0,1
257,23,1,24626.0,570.0,488.0,906.0,1.0,1.0,484.0,0,0,0,0,0,0,38.9209,-94.5228,28.7,5,4,0,0,1,0,0,0,0,0,0,0,0,1,0
258,27,1,54270.0,497.0,1227.0,2279.0,2.0,1.5,879.0,0,0,1,0,0,1,38.2525,-85.4858,42.4,1,2,0,0,0,1,0,1,1,0,0,0,0,0,0
259,48,1,78584.0,555.0,1296.0,2407.0,0.0,1.0,553.0,1,0,0,0,0,0,35.0386,-81.1477,73.5,4,7,0,0,1,0,0,0,0,0,0,0,0,0,0
260,59,2,75032.0,580.0,1183.0,2197.0,3.0,2.0,790.0,0,1,0,1,0,0,39.3168,-96.8191,46.1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1
261,26,5,83019.0,592.0,1325.0,2461.0,5.0,3.0,1573.0,0,0,0,0,0,0,29.7642,-89.8854,41.3,2,2,2,0,1,0,0,1,0,0,0,0,0,0,0
262,33,2,63547.0,609.0,1315.0,2443.0,1.0,1.5,803.0,0,1,0,0,1,0,37.8117,-89.1298,16.8,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0
263,66,1,55749.0,576.0,1237.0,2298.0,2.0,1.5,1236.0,0,0,0,0,0,1,33.5406,-81.9518,30.3,0,2,1,0,0,0,0,0,1,0,0,0,1,0,0
264,69,1,77114.0,577.0,1642.0,3049.0,1.0,1.5,1078.0,1,1,0,0,0,0,39.7733,-119.6863,9.9,2,6,0,1,0,0,0,0,1,0,0,0,0,1,0
265,48,1,74747.0,641.0,1354.0,2515.0,1.0,1.0,1225.0,0,0,0,0,1,0,41.5789,-73.9523,34.5,4,3,2,1,0,0,0,0,0,0,0,0,0,0,0
266,41,2,51424.0,553.0,1004.0,1865.0,2.0,1.0,1230.0,0,1,0,0,0,0,43.3276,-85.7079,6.5,3,3,1,0,0,0,0,0,0,0,0,1,0,1,0
267,36,1,63485.0,553.0,952.0,1767.0,2.0,1.0,1065.0,1,1,0,0,0,0,33.352,-81.9062,28.3,4,1,1,0,0,0,0,0,0,0,1,0,0,0,0
268,49,1,62429.0,570.0,1164.0,2162.0,0.0,1.0,681.0,0,1,0,0,0,0,27.9164,-82.5203,17.7,4,2,0,0,1,0,1,0,0,1,0,0,0,0,0
269,48,1,60269.0,633.0,1272.0,2362.0,2.0,1.0,896.0,1,1,1,0,0,0,42.3622,-96.6988,64.5,5,1,1,0,0,0,0,0,0,1,1,0,0,0,0
270,33,2,62818.0,561.0,1351.0,2510.0,1.0,1.5,1095.0,1,0,0,0,0,0,45.2916,-93.9955,50.9,4,7,0,0,0,0,1,0,0,0,0,0,0,0,1
271,19,3,55201.0,568.0,1101.0,2044.0,4.0,2.0,1107.0,0,0,1,0,0,1,39.3521,-86.4348,65.8,5,0,2,0,1,0,0,0,0,0,0,0,0,0,0
272,25,1,55664.0,589.0,1217.0,2260.0,1.0,1.5,845.0,0,0,0,0,0,0,42.8772,-85.6239,22.5,5,3,2,0,0,0,0,0,0,0,1,0,0,0,0
273,67,3,67962.0,579.0,1196.0,2222.0,2.0,1.0,1020.0,0,0,1,0,0,0,26.4929,-80.0071,52.4,3,6,1,0,1,0,0,0,0,0,0,1,1,0,0
274,39,3,78104.0,594.0,1199.0,2227.0,4.0,2.0,1307.0,0,1,0,0,0,0,45.7569,-108.4398,24.2,2,0,1,1,0,0,1,0,1,0,0,0,0,0,0
275,43,4,61853.0,605.0,1181.0,2194.0,5.0,3.0,1121.0,0,0,0,0,0,0,43.9064,-92.4605,61.9,1,7,1,0,1,1,0,0,0,0,1,0,0,0,0
276,42,1,56455.0,569.0,1314.0,2440.0,0.0,1.0,696.0,0,1,0,0,0,1,33.8175,-116.6806,34.7,3,6,1,0,0,0,0,0,0,0,1,0,1,0,0
277,58,3,78932.0,582.0,1766.0,3280.0,3.0,2.0,1103.0,0,0,0,0,0,0,40.9192,-81.5292,5.6,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0
278,21,4,72679.0,540.0,1617.0,3003.0,3.0,2.0,1380.0,0,0,0,0,1,1,43.0363,-77.5913,24.2,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0
279,22,5,63213.0,562.0,1257.0,2334.0,4.0,2.0,1522.0,0,0,0,0,0,0,43.6489,-93.4988,9.6,5,4,1,0,0,0,0,0,0,0,1,0,0,0,1
280,32,4,64543.0,590.0,1480.0,2749.0,3.0,2.0,986.0,0,0,0,0,0,0,42.9715,-78.8242,50.3,5,0,0,0,0,1,0,0,1,0,0,0,1,0,0
281,43,1,76511.0,527.0,1490.0,2768.0,1.0,1.5,1063.0,0,1,0,0,0,0,30.0266,-85.9951,34.8,3,6,0,0,0,0,1,1,0,0,0,0,0,1,0
282,52,5,88581.0,656.0,1630.0,3026.0,4.0,2.0,1162.0,1,0,0,0,0,1,39.3791,-119.6199,13.1,5,4,1,0,0,1,0,1,0,0,0,0,1,0,0
283,43,4,73095.0,606.0,1487.0,2762.0,5.0,3.0,1352.0,0,1,0,0,0,0,36.1298,-119.3228,54.0,4,5,0,0,0,0,0,1,0,0,0,0,0,0,0
284,40,1,34482.0,524.0,670.0,1244.0,1.0,1.0,866.0,0,0,0,0,0,0,34.2313,-118.2609,64.5,4,6,0,1,0,0,0,1,0,1,0,0,0,0,0
285,66,1,62398.0,633.0,1291.0,2398.0,1.0,1.0,969.0,0,0,0,0,0,0,40.5301,-73.6528,13.6,1,4,1,0,1,0,0,0,1,0,0,1,0,0,0
286,26,5,51095.0,655.0,914.0,1697.0,5.0,3.0,1221.0,0,0,0,0,0,1,28.1331,-82.0116,35.8,5,3,1,0,1,0,1,0,1,0,0,0,0,0,0
287,47,1,59591.0,540.0,1377.0,2557.0,2.0,1.5,1103.0,1,0,0,0,0,0,47.4261,-117.4772,33.1,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0
288,46,3,80203.0,657.0,1831.0,3400.0,3.0,2.0,1097.0,0,0,0,0,0,0,42.4433,-96.5057,78.1,2,6,2,0,0,0,0,0,0,0,1,1,0,0,0
